-0.1020031,-0.23461048,-0.014075218,-0.12714794,-0.08878552,0.20431699,-0.16260064,0.103759624,0.11140209,0.051160645
0.06427683,-0.17102654,0.15158767,0.13028173,-0.1344021,-0.19247799,-0.07051423,0.114943355,-0.08809522,0.013929126
0.14248073,0.12501033,-0.01545339,0.20777212,0.21957256,-0.3320282,0.20197459,-0.35231063,-0.16280016,0.040977366
-0.083333574,-0.123625964,0.16782443,-0.11086069,0.0352327,0.010088671,0.16301285,-0.32913503,0.12560916,0.11924134
0.11798181,-0.19902721,0.05221346,-0.0048520053,-0.12962851,0.03332944,-0.019006101,0.015409174,0.10570397,-0.12321325
0.0075573777,0.017797008,0.058216102,-0.04982195,0.11650856,-0.16785888,0.113434315,-0.060549486,-0.16519038,-0.2686285
-0.13651805,-0.07276357,0.13980281,0.10550883,-0.013876044,-0.21119872,-0.062496483,-0.080521815,0.09552046,0.2426035
0.07646521,0.05476446,0.1540906,-0.14981274,0.1505022,-0.056148022,-0.12057334,-0.22417475,-0.09443765,0.11523721
0.087761,-0.1131899,-0.13718271,0.015955186,-0.112106904,0.1979155,-0.08744111,0.0058382917,0.21540056,-0.026025875
0.24140212,0.011279456,0.031809743,0.13699272,0.068480134,-0.3906668,0.14008732,-0.28421453,0.2904401,-0.056053653
0.22201458,0.23611307,-0.11062327,0.12924325,0.0072398023,-0.3239448,0.0038150612,0.06562633,-0.035870176,-0.11915363
-0.07146099,-0.08957229,0.08379087,0.08429718,-0.10668019,-0.1685868,-0.027169326,0.033649262,-0.06911197,0.19117732
-0.047313444,-0.16328406,-0.034891646,0.29876927,0.003235847,-0.029473836,0.21411012,-0.19254324,-0.14482805,-0.23938704
-0.046136852,0.030335104,-0.15949737,0.16781685,-0.06810418,-0.0071479417,0.093043596,0.32403612,-0.1379935,0.22011663
-0.14340587,-0.17877893,0.030229991,-0.17536645,0.12326626,0.035075888,-0.09044047,-0.01635242,0.19429761,-0.11639906
-0.020577727,-0.14224353,0.15035501,-0.0397769,0.1877865,-0.17223485,0.17422399,-0.3136572,0.3031243,-0.0926051
0.005247076,0.20718727,0.14163874,0.2256823,0.013469764,-0.2419731,-0.12777139,-0.08480339,-0.097823545,-0.15715039
0.07290053,0.12934119,0.24221322,0.20926027,0.1960324,-0.3657371,0.084307745,-0.52189505,-0.04226694,-0.21026991
-0.10317982,0.1450782,-0.21830493,-0.03735692,-0.02051904,-0.11508505,-0.10186943,0.28814375,-0.17488043,0.026082253
0.17834282,0.048068475,-0.05615647,-0.111618444,-0.15232511,0.1549847,0.06402696,-0.1596088,0.12172881,-0.066546015
0.03978743,-0.011696036,-0.05157381,0.18546496,-0.09806848,0.070755206,-0.039509922,0.09518639,-0.15138116,-0.0878009
-0.06754452,0.03600854,0.06396396,0.25361335,0.10373373,-0.1604042,0.099625595,-0.31450123,0.03502064,-0.19048329
-0.21317795,-0.006486079,-0.1962998,0.08295954,0.016916798,0.014550862,-0.039375976,0.24934418,-0.06845846,-0.063132696
0.22218622,0.05607953,-0.003862303,-0.12228673,-0.12332421,-0.278984,0.107232004,-0.064623855,0.12728259,0.075746596
0.16453353,-0.1561861,-0.019187085,-0.0593124,0.12724853,0.12553287,0.18014988,-0.18325898,0.22524828,-0.006301744
-0.21402535,-0.103921294,-0.0482241,-0.16027595,-0.17648935,-0.045959663,-0.24827068,0.24271739,0.25368735,0.35501608
-0.15688352,-0.07853425,-0.23737463,-0.09366843,-0.0825062,0.23049137,-0.050264902,0.35563195,0.11704858,0.0041803787
-0.05476457,-0.08180994,-0.047664296,-0.115150854,0.08646969,0.094042815,0.00893371,-0.003303117,-0.12697962,-0.14186305
-0.1388277,0.12176357,-0.06059366,-0.14612262,0.08954293,0.080210924,-0.21221988,0.21637936,-0.1909662,0.11784778
-0.17878461,0.10590464,-0.16807473,-0.048347425,0.12076926,-0.18678094,-0.25866142,0.25065795,0.19432448,0.28948334
-0.10328832,-0.089459255,-0.13428092,0.0710435,0.15851472,0.14061822,0.18987148,-0.122299165,-0.12640731,0.09285309
